year;month;date;service;depart_st;arrival_st;avg_duration;exp_monthly_trains;cancelled_nb;delay>15;delay>30;delay>60;delay_external;delay_infrastructure;delay_traffic_management;delay_rolling_stock;delay_station_management;delay_passenger_related
2020;Jun;2020-06-01;National;VANNES;PARIS MONTPARNASSE;165;158;10;8;3;1;50.0;12.5;12.5;25.0;0.0;0.0
2020;Jun;2020-06-01;National;PARIS EST;NANCY;97;168;14;6;5;1;42.86;28.57;14.29;0.0;14.29;0.0
2020;Jun;2020-06-01;National;ARRAS;PARIS NORD;53;175;25;10;2;2;22.73;40.91;9.09;9.09;9.09;9.09
2020;Jun;2020-06-01;National;PARIS NORD;LILLE;65;392;29;12;6;6;34.29;31.43;14.29;11.43;8.57;0.0
2020;Jun;2020-06-01;National;GRENOBLE;PARIS LYON;184;113;5;7;5;1;0.0;0.0;0.0;0.0;100.0;0.0
2020;Jun;2020-06-01;National;MARSEILLE ST CHARLES;PARIS LYON;203;371;17;27;14;6;31.25;18.75;0.0;31.25;18.75;0.0
2020;Jun;2020-06-01;National;PARIS LYON;MULHOUSE VILLE;178;165;11;7;3;1;14.29;28.57;14.29;42.86;0.0;0.0
2020;Jun;2020-06-01;National;TOULON;PARIS LYON;247;160;13;14;7;2;46.15;30.77;15.38;7.69;0.0;0.0
2020;Jun;2020-06-01;International;PARIS EST;FRANCFORT;190;60;7;11;5;2;37.5;0.0;62.5;0.0;0.0;0.0
2020;Jun;2020-06-01;International;FRANCFORT;PARIS EST;219;59;6;2;0;0;0.0;0.0;0.0;0.0;50.0;50.0
2020;Jun;2020-06-01;International;ITALIE;PARIS LYON;446;61;3;24;11;4;45.83;20.83;16.67;12.5;4.17;0.0
2020;Jun;2020-06-01;International;PARIS LYON;LAUSANNE;194;68;7;5;1;0;0.0;75.0;25.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;ANGOULEME;PARIS MONTPARNASSE;129;186;8;5;2;0;18.18;45.45;0.0;27.27;9.09;0.0
2020;Jun;2020-06-01;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;171;174;7;8;5;2;14.29;28.57;0.0;57.14;0.0;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;LE MANS;60;400;14;8;3;1;31.58;21.05;21.05;26.32;0.0;0.0
2020;Jun;2020-06-01;National;LE MANS;PARIS MONTPARNASSE;61;355;12;12;1;0;7.41;72.22;12.96;7.41;0.0;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;NANTES;136;374;20;21;9;5;20.0;44.0;28.0;4.0;4.0;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;POITIERS;99;382;15;15;7;4;5.88;35.29;5.88;47.06;5.88;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;RENNES;105;505;30;17;6;3;44.44;11.11;5.56;33.33;5.56;0.0
2020;Jun;2020-06-01;National;RENNES;PARIS MONTPARNASSE;104;487;28;16;3;1;28.0;28.0;12.0;24.0;4.0;4.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;272;150;6;12;2;0;40.0;30.0;20.0;10.0;0.0;0.0
2020;Jun;2020-06-01;National;TOURS;PARIS MONTPARNASSE;81;98;9;0;0;0;0.0;0.0;0.0;0.0;100.0;0.0
2020;Jun;2020-06-01;National;RENNES;LYON PART DIEU;252;62;3;5;2;0;0.0;33.33;0.0;33.33;0.0;33.33
2020;Jun;2020-06-01;National;STRASBOURG;PARIS EST;158;265;19;14;8;1;26.67;53.33;0.0;20.0;0.0;0.0
2020;Jun;2020-06-01;National;NANTES;STRASBOURG;350;26;2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;LILLE;PARIS NORD;67;402;23;20;8;4;23.26;41.86;13.95;6.98;9.3;4.65
2020;Jun;2020-06-01;National;MARSEILLE ST CHARLES;TOURCOING;307;23;1;1;0;0;100.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;AIX EN PROVENCE TGV;PARIS LYON;188;290;14;21;9;4;35.0;25.0;10.0;15.0;10.0;5.0
2020;Jun;2020-06-01;National;PARIS LYON;ANNECY;224;80;6;7;3;2;50.0;25.0;0.0;25.0;0.0;0.0
2020;Jun;2020-06-01;National;AVIGNON TGV;PARIS LYON;167;322;17;20;11;4;40.0;10.0;0.0;25.0;20.0;5.0
2020;Jun;2020-06-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;187;126;6;31;15;4;42.86;25.0;14.29;14.29;3.57;0.0
2020;Jun;2020-06-01;National;DIJON VILLE;PARIS LYON;103;199;14;4;2;1;14.29;42.86;14.29;0.0;0.0;28.57
2020;Jun;2020-06-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;83;185;2;5;4;2;15.38;53.85;15.38;7.69;7.69;0.0
2020;Jun;2020-06-01;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;84;148;8;10;4;1;28.57;28.57;7.14;28.57;7.14;0.0
2020;Jun;2020-06-01;National;MULHOUSE VILLE;PARIS LYON;174;160;10;4;2;0;0.0;66.67;16.67;0.0;0.0;16.67
2020;Jun;2020-06-01;National;PARIS LYON;PERPIGNAN;308;93;10;11;5;1;33.33;66.67;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;175;26;4;1;1;0;0.0;100.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;VALENCE ALIXAN TGV;PARIS LYON;136;232;16;25;17;6;32.26;29.03;19.35;16.13;3.23;0.0
2020;Jun;2020-06-01;National;MONTPELLIER;LYON PART DIEU;116;64;7;4;0;0;0.0;42.86;14.29;28.57;0.0;14.29
2020;Jun;2020-06-01;International;PARIS LYON;GENEVE;190;100;8;7;1;0;0.0;100.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;International;LAUSANNE;PARIS LYON;211;52;8;3;1;1;0.0;33.33;33.33;0.0;33.33;0.0
2020;Jun;2020-06-01;International;PARIS LYON;ZURICH;193;79;7;4;3;1;0.0;33.33;0.0;66.67;0.0;0.0
2020;Jun;2020-06-01;International;MARSEILLE ST CHARLES;MADRID;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;International;PARIS LYON;BARCELONA;230;50;3;5;5;1;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;96;358;14;14;7;2;25.0;37.5;16.67;8.33;8.33;4.17
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;177;172;6;7;3;3;0.0;60.0;0.0;40.0;0.0;0.0
2020;Jun;2020-06-01;National;LAVAL;PARIS MONTPARNASSE;91;171;7;1;0;0;28.57;14.29;28.57;28.57;0.0;0.0
2020;Jun;2020-06-01;National;ST MALO;PARIS MONTPARNASSE;166;52;3;1;0;0;0.0;100.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;66;327;17;5;4;1;13.33;40.0;6.67;20.0;20.0;0.0
2020;Jun;2020-06-01;National;PARIS MONTPARNASSE;VANNES;154;144;13;5;4;2;28.57;14.29;14.29;28.57;14.29;0.0
2020;Jun;2020-06-01;National;NANCY;PARIS EST;95;165;16;8;4;2;0.0;28.57;42.86;14.29;14.29;0.0
2020;Jun;2020-06-01;National;STRASBOURG;NANTES;379;24;2;1;0;0;0.0;0.0;100.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;DOUAI;PARIS NORD;77;51;10;3;1;1;16.67;66.67;0.0;16.67;0.0;0.0
2020;Jun;2020-06-01;National;LILLE;LYON PART DIEU;191;220;16;31;12;5;13.79;20.69;6.9;20.69;37.93;0.0
2020;Jun;2020-06-01;National;MARSEILLE ST CHARLES;LILLE;281;161;8;21;4;3;35.29;35.29;0.0;29.41;0.0;0.0
2020;Jun;2020-06-01;National;LILLE;MARSEILLE ST CHARLES;298;169;10;23;13;4;31.25;12.5;18.75;18.75;18.75;0.0
2020;Jun;2020-06-01;National;BORDEAUX ST JEAN;TOURCOING;315;8;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;TOURCOING;BORDEAUX ST JEAN;298;7;1;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;LYON PART DIEU;MARNE LA VALLEE;115;218;17;27;10;9;23.53;35.29;11.76;17.65;5.88;5.88
2020;Jun;2020-06-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;215;191;11;28;16;5;30.43;17.39;13.04;21.74;17.39;0.0
2020;Jun;2020-06-01;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;221;205;10;24;8;5;36.84;26.32;5.26;26.32;0.0;5.26
2020;Jun;2020-06-01;National;PARIS LYON;AIX EN PROVENCE TGV;184;286;10;23;12;4;12.5;43.75;0.0;43.75;0.0;0.0
2020;Jun;2020-06-01;National;ANNECY;PARIS LYON;236;79;5;12;5;0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Jun;2020-06-01;National;PARIS LYON;AVIGNON TGV;162;276;12;23;9;4;26.32;42.11;5.26;21.05;5.26;0.0
2020;Jun;2020-06-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;181;111;7;21;7;3;36.36;18.18;27.27;9.09;0.0;9.09
2020;Jun;2020-06-01;National;PARIS LYON;LYON PART DIEU;123;448;21;26;13;5;5.26;52.63;10.53;31.58;0.0;0.0
2020;Jun;2020-06-01;National;LYON PART DIEU;PARIS LYON;123;414;23;20;12;5;20.0;30.0;5.0;30.0;10.0;5.0
2020;Jun;2020-06-01;National;MACON LOCHE;PARIS LYON;104;153;10;39;21;6;32.43;29.73;13.51;16.22;8.11;0.0
2020;Jun;2020-06-01;National;PARIS LYON;MARSEILLE ST CHARLES;200;395;17;33;17;7;33.33;38.1;4.76;23.81;0.0;0.0
2020;Jun;2020-06-01;National;PARIS LYON;NICE VILLE;357;145;7;13;7;1;33.33;33.33;16.67;16.67;0.0;0.0
2020;Jun;2020-06-01;National;NICE VILLE;PARIS LYON;361;153;10;14;7;2;54.55;18.18;18.18;9.09;0.0;0.0
2020;Jun;2020-06-01;National;PARIS LYON;NIMES;191;152;7;8;5;1;28.57;57.14;0.0;14.29;0.0;0.0
2020;Jun;2020-06-01;National;NIMES;PARIS LYON;180;170;9;20;11;4;33.33;38.89;16.67;11.11;0.0;0.0
2020;Jun;2020-06-01;National;LYON PART DIEU;MONTPELLIER;113;74;7;13;7;4;20.0;13.33;6.67;26.67;33.33;0.0
2020;Jun;2020-06-01;International;PARIS LYON;ITALIE;429;61;3;24;9;4;37.5;37.5;25.0;0.0;0.0;0.0
2020;Jun;2020-06-01;International;BARCELONA;PARIS LYON;324;58;3;12;10;4;100.0;0.0;0.0;0.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;ANGOULEME;133;294;1;28;10;4;32.35;11.76;11.76;29.41;11.76;2.94
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;LAVAL;87;248;2;16;7;3;36.36;13.64;22.73;13.64;13.64;0.0
2020;Jul;2020-07-01;National;LE MANS;PARIS MONTPARNASSE;62;392;2;26;14;6;18.18;38.96;16.88;12.99;5.19;7.79
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;RENNES;104;614;5;38;15;7;47.37;10.53;12.28;22.81;7.02;0.0
2020;Jul;2020-07-01;National;RENNES;PARIS MONTPARNASSE;105;564;4;37;13;4;30.88;20.59;17.65;22.06;4.41;4.41
2020;Jul;2020-07-01;National;ST MALO;PARIS MONTPARNASSE;172;111;0;9;2;1;7.69;38.46;30.77;15.38;7.69;0.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;VANNES;154;259;1;31;10;3;42.5;22.5;10.0;22.5;2.5;0.0
2020;Jul;2020-07-01;National;RENNES;LYON PART DIEU;241;87;3;8;4;1;25.0;12.5;25.0;25.0;0.0;12.5
2020;Jul;2020-07-01;National;DUNKERQUE;PARIS NORD;132;123;3;10;3;0;38.89;27.78;11.11;11.11;11.11;0.0
2020;Jul;2020-07-01;National;PARIS NORD;LILLE;68;489;14;9;2;0;32.43;10.81;32.43;13.51;10.81;0.0
2020;Jul;2020-07-01;National;LILLE;PARIS NORD;68;473;12;28;14;3;23.81;23.81;22.22;19.05;9.52;1.59
2020;Jul;2020-07-01;National;LILLE;LYON PART DIEU;185;275;5;19;7;2;11.11;29.63;7.41;22.22;25.93;3.7
2020;Jul;2020-07-01;National;LYON PART DIEU;MARNE LA VALLEE;109;259;8;41;15;3;21.43;10.71;33.93;16.07;10.71;7.14
2020;Jul;2020-07-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;213;245;2;20;8;1;45.0;20.0;5.0;10.0;10.0;10.0
2020;Jul;2020-07-01;National;PARIS LYON;AIX EN PROVENCE TGV;184;416;12;33;17;3;25.71;14.29;20.0;31.43;5.71;2.86
2020;Jul;2020-07-01;National;AIX EN PROVENCE TGV;PARIS LYON;189;369;7;27;14;3;62.96;11.11;7.41;14.81;3.7;0.0
2020;Jul;2020-07-01;National;DIJON VILLE;PARIS LYON;103;250;9;5;3;1;33.33;33.33;11.11;0.0;11.11;11.11
2020;Jul;2020-07-01;National;LYON PART DIEU;PARIS LYON;123;579;14;30;12;3;34.0;12.0;18.0;22.0;4.0;10.0
2020;Jul;2020-07-01;National;PARIS LYON;MARSEILLE ST CHARLES;197;512;12;56;26;3;35.71;19.64;14.29;25.0;3.57;1.79
2020;Jul;2020-07-01;National;MARSEILLE ST CHARLES;PARIS LYON;203;459;8;38;21;5;57.89;18.42;13.16;7.89;2.63;0.0
2020;Jul;2020-07-01;National;PARIS LYON;MULHOUSE VILLE;171;251;10;15;9;4;50.0;15.0;0.0;30.0;0.0;5.0
2020;Jul;2020-07-01;National;MULHOUSE VILLE;PARIS LYON;173;233;9;10;4;1;47.06;11.76;17.65;11.76;0.0;11.76
2020;Jul;2020-07-01;National;PARIS LYON;TOULON;240;335;10;40;22;5;40.0;25.0;15.0;17.5;2.5;0.0
2020;Jul;2020-07-01;National;TOULON;PARIS LYON;249;328;7;41;25;8;41.46;19.51;26.83;9.76;2.44;0.0
2020;Jul;2020-07-01;National;VALENCE ALIXAN TGV;PARIS LYON;136;356;8;54;30;10;31.51;17.81;26.03;15.07;8.22;1.37
2020;Jul;2020-07-01;International;PARIS LYON;GENEVE;192;187;7;22;10;3;33.33;33.33;9.52;19.05;4.76;0.0
2020;Jul;2020-07-01;International;PARIS LYON;BARCELONA;318;36;2;5;5;1;40.0;0.0;20.0;40.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;93;423;2;34;14;5;36.84;7.02;22.81;22.81;8.77;1.75
2020;Jul;2020-07-01;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;149;738;7;76;42;23;40.0;28.42;10.53;12.63;6.32;2.11
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;176;241;0;15;7;4;27.78;0.0;16.67;44.44;5.56;5.56
2020;Jul;2020-07-01;National;LAVAL;PARIS MONTPARNASSE;91;212;0;12;4;1;32.14;10.71;28.57;25.0;3.57;0.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;LE MANS;59;428;3;25;14;5;27.94;7.35;32.35;22.06;7.35;2.94
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;ST MALO;161;118;0;5;3;1;30.0;0.0;0.0;40.0;20.0;10.0
2020;Jul;2020-07-01;National;TOURS;PARIS MONTPARNASSE;81;157;6;5;2;1;28.57;21.43;21.43;21.43;7.14;0.0
2020;Jul;2020-07-01;National;STRASBOURG;PARIS EST;160;374;13;20;8;2;21.74;43.48;26.09;4.35;0.0;4.35
2020;Jul;2020-07-01;National;STRASBOURG;NANTES;360;48;2;3;1;0;33.33;33.33;0.0;0.0;33.33;0.0
2020;Jul;2020-07-01;National;PARIS NORD;ARRAS;49;282;10;10;1;0;33.33;12.5;16.67;12.5;25.0;0.0
2020;Jul;2020-07-01;National;ARRAS;PARIS NORD;50;247;10;23;12;2;17.65;35.29;17.65;19.61;7.84;1.96
2020;Jul;2020-07-01;National;PARIS NORD;DOUAI;68;124;2;8;3;0;17.65;23.53;17.65;5.88;35.29;0.0
2020;Jul;2020-07-01;National;MARSEILLE ST CHARLES;LILLE;282;192;4;36;16;3;27.78;19.44;25.0;13.89;11.11;2.78
2020;Jul;2020-07-01;National;AVIGNON TGV;PARIS LYON;167;460;7;41;20;4;42.62;21.31;26.23;4.92;4.92;0.0
2020;Jul;2020-07-01;National;PARIS LYON;DIJON VILLE;99;287;11;9;5;2;30.77;15.38;7.69;46.15;0.0;0.0
2020;Jul;2020-07-01;National;MACON LOCHE;PARIS LYON;100;190;5;24;9;1;37.14;20.0;31.43;5.71;2.86;2.86
2020;Jul;2020-07-01;National;MONTPELLIER;PARIS LYON;210;232;5;42;20;8;35.71;14.29;28.57;11.9;9.52;0.0
2020;Jul;2020-07-01;National;PARIS LYON;NICE VILLE;356;286;7;38;24;4;31.58;34.21;18.42;10.53;5.26;0.0
2020;Jul;2020-07-01;National;PARIS LYON;PERPIGNAN;307;225;4;26;16;4;26.92;19.23;26.92;23.08;3.85;0.0
2020;Jul;2020-07-01;National;PERPIGNAN;PARIS LYON;313;215;5;35;19;6;28.57;20.0;25.71;20.0;5.71;0.0
2020;Jul;2020-07-01;International;STUTTGART;PARIS EST;207;56;2;5;1;1;0.0;50.0;25.0;0.0;0.0;25.0
2020;Jul;2020-07-01;International;GENEVE;PARIS LYON;199;187;7;11;3;1;9.09;45.45;27.27;0.0;9.09;9.09
2020;Jul;2020-07-01;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;173;233;0;8;3;2;28.57;14.29;28.57;21.43;0.0;7.14
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;NANTES;133;445;5;38;20;8;46.0;4.0;18.0;24.0;6.0;2.0
2020;Jul;2020-07-01;National;NANTES;PARIS MONTPARNASSE;137;535;6;47;30;11;43.08;27.69;9.23;15.38;1.54;3.08
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;POITIERS;100;489;1;32;14;4;28.0;14.0;24.0;20.0;10.0;4.0
2020;Jul;2020-07-01;National;POITIERS;PARIS MONTPARNASSE;100;378;1;13;7;3;21.43;25.0;32.14;7.14;5.36;8.93
2020;Jul;2020-07-01;National;QUIMPER;PARIS MONTPARNASSE;230;246;1;18;7;1;50.0;16.67;0.0;22.22;5.56;5.56
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;67;419;1;20;10;1;27.5;15.0;37.5;15.0;2.5;2.5
2020;Jul;2020-07-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;66;441;6;14;6;2;16.98;24.53;30.19;15.09;7.55;5.66
2020;Jul;2020-07-01;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;276;192;1;30;17;10;31.03;31.03;10.34;20.69;3.45;3.45
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;TOURS;77;150;1;9;5;1;27.78;11.11;38.89;16.67;0.0;5.56
2020;Jul;2020-07-01;National;REIMS;PARIS EST;48;192;6;9;2;1;14.29;42.86;14.29;21.43;0.0;7.14
2020;Jul;2020-07-01;National;NANTES;STRASBOURG;344;49;1;6;2;2;33.33;50.0;16.67;0.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS NORD;DUNKERQUE;129;144;1;11;5;1;11.76;52.94;0.0;11.76;23.53;0.0
2020;Jul;2020-07-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;194;112;2;21;10;2;51.85;14.81;25.93;0.0;7.41;0.0
2020;Jul;2020-07-01;National;GRENOBLE;PARIS LYON;183;118;4;6;2;1;33.33;33.33;16.67;16.67;0.0;0.0
2020;Jul;2020-07-01;National;PARIS LYON;LYON PART DIEU;122;583;16;21;10;0;24.0;28.0;12.0;16.0;12.0;8.0
2020;Jul;2020-07-01;National;PARIS LYON;MONTPELLIER;208;218;5;22;8;1;33.33;14.29;38.1;14.29;0.0;0.0
2020;Jul;2020-07-01;National;PARIS LYON;NIMES;178;221;5;18;8;1;28.0;12.0;32.0;20.0;4.0;4.0
2020;Jul;2020-07-01;National;PARIS LYON;VALENCE ALIXAN TGV;133;338;7;20;11;2;25.93;11.11;22.22;29.63;7.41;3.7
2020;Jul;2020-07-01;International;PARIS LYON;ITALIE;428;66;1;13;7;3;38.46;38.46;23.08;0.0;0.0;0.0
2020;Jul;2020-07-01;International;LAUSANNE;PARIS LYON;235;137;6;7;2;1;14.29;42.86;28.57;0.0;14.29;0.0
2020;Jul;2020-07-01;International;ZURICH;PARIS LYON;235;127;7;7;3;1;57.14;0.0;28.57;14.29;0.0;0.0
2020;Jul;2020-07-01;International;MADRID;MARSEILLE ST CHARLES;215;5;1;1;0;0;100.0;0.0;0.0;0.0;0.0;0.0
2020;Jul;2020-07-01;International;MARSEILLE ST CHARLES;MADRID;192;6;1;2;1;0;0.0;100.0;0.0;0.0;0.0;0.0
2020;Jul;2020-07-01;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;97;459;4;39;25;9;39.06;28.12;10.94;14.06;3.12;4.69
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;QUIMPER;225;244;1;25;8;1;40.0;28.0;8.0;24.0;0.0;0.0
2020;Jul;2020-07-01;National;VANNES;PARIS MONTPARNASSE;160;267;2;19;8;1;35.48;16.13;12.9;19.35;6.45;9.68
2020;Jul;2020-07-01;National;LYON PART DIEU;RENNES;238;90;2;24;12;3;34.78;4.35;26.09;21.74;13.04;0.0
2020;Jul;2020-07-01;National;PARIS EST;METZ;87;240;8;8;4;0;25.0;25.0;25.0;25.0;0.0;0.0
2020;Jul;2020-07-01;National;METZ;PARIS EST;88;243;8;13;7;2;28.12;28.12;18.75;15.62;3.12;6.25
2020;Jul;2020-07-01;National;PARIS EST;NANCY;97;212;5;11;8;2;53.33;26.67;6.67;13.33;0.0;0.0
2020;Jul;2020-07-01;National;NANCY;PARIS EST;98;236;5;14;9;2;17.65;35.29;5.88;29.41;11.76;0.0
2020;Jul;2020-07-01;National;LYON PART DIEU;LILLE;191;232;7;36;15;3;24.53;18.87;26.42;13.21;11.32;5.66
2020;Jul;2020-07-01;National;BORDEAUX ST JEAN;TOURCOING;315;31;3;3;3;1;33.33;0.0;33.33;33.33;0.0;0.0
2020;Jul;2020-07-01;National;MARSEILLE ST CHARLES;TOURCOING;294;26;0;6;1;0;0.0;0.0;66.67;16.67;16.67;0.0
2020;Jul;2020-07-01;National;MARNE LA VALLEE;LYON PART DIEU;109;300;6;22;9;3;16.13;25.81;6.45;25.81;22.58;3.23
2020;Jul;2020-07-01;National;PARIS LYON;AVIGNON TGV;162;471;13;40;15;1;17.31;15.38;26.92;32.69;3.85;3.85
2020;Jul;2020-07-01;National;BELLEGARDE (AIN);PARIS LYON;169;205;7;11;3;1;26.32;26.32;26.32;0.0;10.53;10.53
2020;Jul;2020-07-01;National;PARIS LYON;GRENOBLE;182;114;5;9;3;0;11.11;44.44;33.33;0.0;11.11;0.0
2020;Jul;2020-07-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;84;208;2;2;1;0;22.22;22.22;38.89;11.11;5.56;0.0
2020;Jul;2020-07-01;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;84;210;4;10;3;1;8.11;13.51;45.95;21.62;5.41;5.41
2020;Jul;2020-07-01;National;PARIS LYON;MACON LOCHE;98;159;4;3;2;0;20.0;40.0;20.0;0.0;0.0;20.0
2020;Jul;2020-07-01;National;NICE VILLE;PARIS LYON;361;274;5;38;23;7;42.11;21.05;26.32;7.89;2.63;0.0
2020;Jul;2020-07-01;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;172;109;3;6;4;0;40.0;10.0;20.0;20.0;0.0;10.0
2020;Jul;2020-07-01;National;MARSEILLE ST CHARLES;LYON PART DIEU;104;387;11;39;24;6;41.54;16.92;23.08;12.31;4.62;1.54
2020;Jul;2020-07-01;National;LYON PART DIEU;MONTPELLIER;113;183;7;25;5;1;11.76;14.71;38.24;11.76;14.71;8.82
2020;Jul;2020-07-01;International;FRANCFORT;PARIS EST;188;117;6;7;3;1;0.0;22.22;44.44;22.22;0.0;11.11
2020;Jul;2020-07-01;International;PARIS EST;STUTTGART;211;54;2;3;0;0;33.33;0.0;33.33;0.0;0.0;33.33
2020;Jul;2020-07-01;International;PARIS LYON;LAUSANNE;231;134;5;15;8;1;35.71;42.86;7.14;14.29;0.0;0.0
2020;Jul;2020-07-01;National;ANGOULEME;PARIS MONTPARNASSE;134;239;0;12;6;2;28.0;20.0;32.0;12.0;4.0;4.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;150;708;9;55;23;7;41.67;13.89;13.89;20.83;5.56;4.17
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;BREST;224;203;1;17;8;2;52.94;11.76;5.88;23.53;0.0;5.88
2020;Jul;2020-07-01;National;BREST;PARIS MONTPARNASSE;233;244;2;15;7;1;46.67;20.0;13.33;20.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;273;182;1;24;18;6;41.67;29.17;8.33;12.5;8.33;0.0
2020;Jul;2020-07-01;National;PARIS EST;REIMS;47;197;6;7;2;0;18.75;43.75;0.0;25.0;12.5;0.0
2020;Jul;2020-07-01;National;PARIS EST;STRASBOURG;157;372;12;16;9;3;35.0;50.0;5.0;10.0;0.0;0.0
2020;Jul;2020-07-01;National;DOUAI;PARIS NORD;75;127;5;10;5;1;7.69;34.62;26.92;19.23;11.54;0.0
2020;Jul;2020-07-01;National;LILLE;MARSEILLE ST CHARLES;295;215;2;20;8;1;45.0;20.0;5.0;10.0;10.0;10.0
2020;Jul;2020-07-01;National;TOURCOING;BORDEAUX ST JEAN;295;30;2;5;2;0;20.0;20.0;40.0;0.0;20.0;0.0
2020;Jul;2020-07-01;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;211;252;5;41;14;3;21.95;12.2;34.15;14.63;12.2;4.88
2020;Jul;2020-07-01;National;PARIS LYON;ANNECY;224;103;2;5;2;1;40.0;40.0;0.0;20.0;0.0;0.0
2020;Jul;2020-07-01;National;ANNECY;PARIS LYON;234;116;3;18;5;0;50.0;22.22;27.78;0.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS LYON;BELLEGARDE (AIN);165;203;8;15;9;3;36.84;26.32;10.53;26.32;0.0;0.0
2020;Jul;2020-07-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;131;145;3;5;3;2;33.33;16.67;0.0;16.67;0.0;33.33
2020;Jul;2020-07-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;136;132;2;4;2;1;40.0;40.0;20.0;0.0;0.0;0.0
2020;Jul;2020-07-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;179;126;2;8;2;1;27.27;36.36;18.18;9.09;9.09;0.0
2020;Jul;2020-07-01;National;NIMES;PARIS LYON;182;231;5;41;19;8;35.56;13.33;28.89;11.11;11.11;0.0
2020;Jul;2020-07-01;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;176;111;4;5;2;0;11.11;66.67;0.0;22.22;0.0;0.0
2020;Jul;2020-07-01;National;LYON PART DIEU;MARSEILLE ST CHARLES;104;394;9;40;14;3;45.9;19.67;11.48;6.56;9.84;6.56
2020;Jul;2020-07-01;National;MONTPELLIER;LYON PART DIEU;115;162;7;15;10;4;20.0;20.0;30.0;20.0;5.0;5.0
