year;month;date;service;depart_st;arrival_st;avg_duration;exp_monthly_trains;cancelled_nb;delay>15;delay>30;delay>60;delay_external;delay_infrastructure;delay_traffic_management;delay_rolling_stock;delay_station_management;delay_passenger_related
2019;Apr;2019-04-01;International;PARIS LYON;ZURICH;240;141;0;12;5;0;0.0;18.18;45.45;36.36;0.0;0.0
2019;Apr;2019-04-01;International;ZURICH;PARIS LYON;241;141;0;6;3;1;20.0;20.0;0.0;60.0;0.0;0.0
2019;Apr;2019-04-01;International;MADRID;MARSEILLE ST CHARLES;209;27;0;3;1;0;33.33;0.0;66.67;0.0;0.0;0.0
2019;Apr;2019-04-01;International;MARSEILLE ST CHARLES;MADRID;461;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Apr;2019-04-01;International;PARIS LYON;BARCELONA;314;56;0;8;3;0;0.0;37.5;25.0;25.0;12.5;0.0
2019;Apr;2019-04-01;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;146;769;4;38;17;6;32.61;19.57;23.91;13.04;8.7;2.17
2019;Apr;2019-04-01;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;142;812;2;48;20;2;21.57;31.37;15.69;19.61;5.88;5.88
2019;Apr;2019-04-01;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;164;204;0;9;4;0;18.18;36.36;9.09;36.36;0.0;0.0
2019;Apr;2019-04-01;National;PARIS MONTPARNASSE;LAVAL;82;232;2;11;5;4;23.81;14.29;23.81;23.81;9.52;4.76
2019;Apr;2019-04-01;National;PARIS MONTPARNASSE;ST MALO;162;96;3;3;1;1;25.0;25.0;25.0;25.0;0.0;0.0
2019;Apr;2019-04-01;National;TOURS;PARIS MONTPARNASSE;75;181;1;8;5;0;15.0;5.0;40.0;15.0;5.0;20.0
2019;Apr;2019-04-01;National;PARIS MONTPARNASSE;VANNES;152;230;0;14;5;1;20.0;25.0;15.0;15.0;10.0;15.0
2019;Apr;2019-04-01;National;REIMS;PARIS EST;46;196;2;5;1;1;0.0;33.33;33.33;33.33;0.0;0.0
2019;Apr;2019-04-01;National;STRASBOURG;NANTES;295;55;2;6;3;0;20.0;20.0;20.0;40.0;0.0;0.0
2019;Apr;2019-04-01;National;DUNKERQUE;PARIS NORD;117;239;2;10;5;1;30.77;38.46;0.0;23.08;0.0;7.69
2019;Apr;2019-04-01;National;LILLE;LYON PART DIEU;191;223;2;31;13;4;26.67;16.67;23.33;16.67;13.33;3.33
2019;Apr;2019-04-01;National;BORDEAUX ST JEAN;TOURCOING;298;6;0;1;1;1;0.0;100.0;0.0;0.0;0.0;0.0
2019;Apr;2019-04-01;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;209;236;2;30;10;6;22.22;14.81;33.33;22.22;7.41;0.0
2019;Apr;2019-04-01;National;AIX EN PROVENCE TGV;PARIS LYON;184;373;3;24;11;6;26.32;31.58;10.53;21.05;5.26;5.26
2019;Apr;2019-04-01;National;PARIS LYON;ANNECY;223;140;2;9;6;1;0.0;50.0;12.5;37.5;0.0;0.0
2019;Apr;2019-04-01;National;ANNECY;PARIS LYON;228;135;3;19;6;4;11.11;27.78;50.0;11.11;0.0;0.0
2019;Apr;2019-04-01;National;AVIGNON TGV;PARIS LYON;165;379;3;23;10;6;21.62;24.32;27.03;18.92;2.7;5.41
2019;Apr;2019-04-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;185;1;6;3;1;11.11;0.0;33.33;33.33;22.22;0.0
2019;Apr;2019-04-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;188;0;6;2;1;0.0;11.11;0.0;44.44;44.44;0.0
2019;Apr;2019-04-01;National;MACON LOCHE;PARIS LYON;100;187;2;10;3;2;0.0;16.67;50.0;0.0;25.0;8.33
2019;Apr;2019-04-01;National;PARIS LYON;MARSEILLE ST CHARLES;196;497;0;38;12;3;28.12;9.38;25.0;28.12;6.25;3.12
2019;Apr;2019-04-01;National;MARSEILLE ST CHARLES;PARIS LYON;199;466;3;34;16;8;23.33;23.33;20.0;23.33;6.67;3.33
2019;Apr;2019-04-01;National;PARIS LYON;NICE VILLE;351;167;0;18;11;1;50.0;18.75;6.25;6.25;18.75;0.0
2019;Apr;2019-04-01;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;108;1;4;3;1;16.67;33.33;0.0;33.33;16.67;0.0
2019;Apr;2019-04-01;National;LYON PART DIEU;MONTPELLIER;114;199;17;25;14;4;21.05;21.05;21.05;15.79;10.53;10.53
2019;Apr;2019-04-01;National;MONTPELLIER;LYON PART DIEU;112;191;8;24;10;0;26.67;23.33;23.33;20.0;6.67;0.0
2019;Apr;2019-04-01;International;PARIS EST;STUTTGART;185;142;3;12;5;2;8.33;16.67;16.67;58.33;0.0;0.0
2019;Apr;2019-04-01;National;LE MANS;PARIS MONTPARNASSE;58;425;0;32;17;8;11.59;34.78;21.74;23.19;1.45;7.25
2019;Apr;2019-04-01;National;NANTES;PARIS MONTPARNASSE;131;517;0;55;33;13;32.81;32.81;12.5;17.19;1.56;3.12
2019;Apr;2019-04-01;National;ST MALO;PARIS MONTPARNASSE;160;85;0;9;3;1;33.33;22.22;11.11;33.33;0.0;0.0
2019;Apr;2019-04-01;National;PARIS MONTPARNASSE;TOURS;72;179;0;10;4;3;4.76;14.29;66.67;9.52;4.76;0.0
2019;Apr;2019-04-01;National;VANNES;PARIS MONTPARNASSE;155;243;0;22;7;2;24.14;31.03;24.14;17.24;3.45;0.0
2019;Apr;2019-04-01;National;PARIS EST;METZ;85;314;5;11;7;5;5.56;38.89;22.22;27.78;5.56;0.0
2019;Apr;2019-04-01;National;METZ;PARIS EST;85;303;6;17;4;2;17.31;23.08;42.31;15.38;0.0;1.92
2019;Apr;2019-04-01;National;NANCY;PARIS EST;96;289;2;10;4;2;19.05;33.33;28.57;14.29;4.76;0.0
2019;Apr;2019-04-01;National;PARIS EST;REIMS;46;203;3;8;3;2;7.69;23.08;38.46;15.38;15.38;0.0
2019;Apr;2019-04-01;National;PARIS EST;STRASBOURG;115;529;11;28;13;4;15.62;28.12;21.88;28.12;3.12;3.12
2019;Apr;2019-04-01;National;PARIS LYON;BELLEGARDE (AIN);162;202;1;6;2;0;0.0;6.67;60.0;13.33;20.0;0.0
2019;Apr;2019-04-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;181;162;0;8;6;2;6.67;40.0;20.0;33.33;0.0;0.0
2019;Apr;2019-04-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;187;155;4;21;4;2;18.18;22.73;50.0;4.55;0.0;4.55
2019;Apr;2019-04-01;National;PARIS LYON;LYON PART DIEU;119;560;1;14;3;0;19.05;19.05;28.57;28.57;4.76;0.0
2019;Apr;2019-04-01;National;PARIS LYON;MONTPELLIER;208;254;0;25;9;1;13.04;17.39;21.74;34.78;13.04;0.0
2019;Apr;2019-04-01;National;NICE VILLE;PARIS LYON;355;170;3;19;8;3;11.76;23.53;29.41;23.53;5.88;5.88
2019;Apr;2019-04-01;International;STUTTGART;PARIS EST;183;144;6;13;4;2;0.0;25.0;33.33;8.33;16.67;16.67
2019;Apr;2019-04-01;International;ITALIE;PARIS LYON;440;66;2;14;1;1;30.77;7.69;53.85;7.69;0.0;0.0
2019;Apr;2019-04-01;International;BARCELONA;PARIS LYON;317;56;0;6;2;1;80.0;20.0;0.0;0.0;0.0;0.0
2019;May;2019-05-01;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;92;444;3;30;14;5;28.85;32.69;13.46;19.23;1.92;3.85
2019;May;2019-05-01;National;PARIS MONTPARNASSE;LAVAL;81;243;0;10;2;1;17.86;46.43;14.29;14.29;0.0;7.14
2019;May;2019-05-01;National;PARIS MONTPARNASSE;NANTES;128;574;0;26;13;7;38.46;33.33;17.95;10.26;0.0;0.0
2019;May;2019-05-01;National;POITIERS;PARIS MONTPARNASSE;95;428;0;18;4;2;13.64;36.36;20.45;15.91;4.55;9.09
2019;May;2019-05-01;National;PARIS MONTPARNASSE;ST MALO;156;100;0;7;1;1;33.33;44.44;11.11;11.11;0.0;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;260;165;0;14;6;1;38.46;38.46;0.0;23.08;0.0;0.0
2019;May;2019-05-01;National;VANNES;PARIS MONTPARNASSE;155;269;13;6;3;2;40.0;26.67;13.33;6.67;6.67;6.67
2019;May;2019-05-01;National;PARIS EST;METZ;85;318;0;10;3;0;18.18;18.18;18.18;27.27;18.18;0.0
2019;May;2019-05-01;National;PARIS EST;NANCY;95;292;0;5;2;0;16.67;16.67;0.0;16.67;50.0;0.0
2019;May;2019-05-01;National;ARRAS;PARIS NORD;51;312;6;18;9;3;20.45;13.64;43.18;9.09;6.82;6.82
2019;May;2019-05-01;National;LILLE;MARSEILLE ST CHARLES;298;199;0;24;14;4;29.17;8.33;16.67;33.33;8.33;4.17
2019;May;2019-05-01;National;LYON PART DIEU;MARNE LA VALLEE;109;294;56;31;13;4;34.09;13.64;29.55;13.64;4.55;4.55
2019;May;2019-05-01;National;ANNECY;PARIS LYON;230;142;3;11;4;3;40.0;20.0;20.0;10.0;10.0;0.0
2019;May;2019-05-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;195;0;7;3;0;12.5;50.0;0.0;0.0;25.0;12.5
2019;May;2019-05-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;181;139;0;14;7;1;25.0;31.25;37.5;6.25;0.0;0.0
2019;May;2019-05-01;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81;230;15;16;7;3;33.33;16.67;26.67;10.0;3.33;10.0
2019;May;2019-05-01;National;MACON LOCHE;PARIS LYON;99;191;0;10;3;0;46.67;20.0;26.67;0.0;6.67;0.0
2019;May;2019-05-01;National;PARIS LYON;MONTPELLIER;209;283;4;26;15;7;38.46;19.23;15.38;26.92;0.0;0.0
2019;May;2019-05-01;National;MONTPELLIER;PARIS LYON;206;338;4;38;15;6;35.14;21.62;21.62;21.62;0.0;0.0
2019;May;2019-05-01;National;MULHOUSE VILLE;PARIS LYON;169;315;0;13;4;0;10.53;42.11;15.79;15.79;10.53;5.26
2019;May;2019-05-01;National;PARIS LYON;PERPIGNAN;308;179;0;22;10;3;22.73;13.64;27.27;31.82;4.55;0.0
2019;May;2019-05-01;International;PARIS EST;FRANCFORT;192;175;0;19;10;2;5.88;17.65;41.18;35.29;0.0;0.0
2019;May;2019-05-01;International;PARIS LYON;BARCELONA;320;61;0;12;7;2;14.29;14.29;14.29;42.86;14.29;0.0
2019;May;2019-05-01;National;ANGOULEME;PARIS MONTPARNASSE;124;293;0;16;3;0;20.83;25.0;20.83;12.5;4.17;16.67
2019;May;2019-05-01;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;146;794;0;21;8;2;31.03;44.83;10.34;10.34;0.0;3.45
2019;May;2019-05-01;National;LAVAL;PARIS MONTPARNASSE;85;228;4;5;1;0;0.0;31.82;36.36;9.09;18.18;4.55
2019;May;2019-05-01;National;NANTES;PARIS MONTPARNASSE;131;561;5;35;16;5;30.36;26.79;21.43;17.86;1.79;1.79
2019;May;2019-05-01;National;PARIS MONTPARNASSE;POITIERS;93;520;0;12;3;2;17.65;38.24;29.41;14.71;0.0;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;RENNES;98;638;0;24;7;3;23.81;35.71;26.19;14.29;0.0;0.0
2019;May;2019-05-01;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;259;172;3;11;4;1;18.18;9.09;18.18;36.36;9.09;9.09
2019;May;2019-05-01;National;NANCY;PARIS EST;96;295;4;5;1;0;11.11;11.11;44.44;33.33;0.0;0.0
2019;May;2019-05-01;National;PARIS NORD;DOUAI;69;197;0;15;6;1;30.43;13.04;17.39;21.74;17.39;0.0
2019;May;2019-05-01;National;BORDEAUX ST JEAN;TOURCOING;300;25;0;2;0;0;50.0;0.0;0.0;50.0;0.0;0.0
2019;May;2019-05-01;National;AIX EN PROVENCE TGV;PARIS LYON;184;432;36;32;21;12;50.0;21.88;21.88;3.12;0.0;3.12
2019;May;2019-05-01;National;LYON PART DIEU;PARIS LYON;121;644;27;64;41;22;47.06;16.18;14.71;11.76;4.41;5.88
2019;May;2019-05-01;National;MARSEILLE ST CHARLES;PARIS LYON;199;546;36;44;27;15;31.82;31.82;15.91;13.64;4.55;2.27
2019;May;2019-05-01;National;PARIS LYON;MULHOUSE VILLE;168;308;0;13;6;0;19.05;33.33;23.81;23.81;0.0;0.0
2019;May;2019-05-01;National;PARIS LYON;NICE VILLE;351;171;0;21;15;6;28.57;33.33;14.29;14.29;9.52;0.0
2019;May;2019-05-01;National;PERPIGNAN;PARIS LYON;303;156;0;20;9;3;40.0;15.0;30.0;15.0;0.0;0.0
2019;May;2019-05-01;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;169;114;0;12;6;3;50.0;15.0;20.0;10.0;0.0;5.0
2019;May;2019-05-01;National;PARIS LYON;TOULON;242;202;0;21;11;2;30.0;30.0;15.0;20.0;5.0;0.0
2019;May;2019-05-01;International;PARIS EST;STUTTGART;179;148;0;15;5;0;0.0;14.29;21.43;42.86;21.43;0.0
2019;May;2019-05-01;International;PARIS LYON;ZURICH;210;148;0;26;14;3;11.11;37.04;29.63;18.52;0.0;3.7
2019;May;2019-05-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;90;438;0;15;9;4;28.12;25.0;31.25;12.5;3.12;0.0
2019;May;2019-05-01;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;165;215;0;5;2;1;22.22;22.22;55.56;0.0;0.0;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;LE MANS;55;464;0;12;3;2;15.0;45.0;27.5;10.0;0.0;2.5
2019;May;2019-05-01;National;PARIS MONTPARNASSE;QUIMPER;221;253;0;16;11;3;18.75;43.75;0.0;31.25;0.0;6.25
2019;May;2019-05-01;National;ST MALO;PARIS MONTPARNASSE;158;87;0;2;1;1;20.0;40.0;0.0;0.0;0.0;40.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;60;412;0;10;3;1;13.04;32.61;43.48;6.52;2.17;2.17
2019;May;2019-05-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;61;430;0;19;5;2;12.0;32.0;32.0;12.0;2.0;10.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;TOURS;72;181;0;3;1;0;0.0;45.45;36.36;13.64;4.55;0.0
2019;May;2019-05-01;National;RENNES;LYON PART DIEU;235;99;0;14;8;2;28.57;35.71;14.29;21.43;0.0;0.0
2019;May;2019-05-01;National;STRASBOURG;PARIS EST;116;512;16;31;14;4;4.17;22.92;29.17;27.08;10.42;6.25
2019;May;2019-05-01;National;LYON PART DIEU;LILLE;188;272;63;45;17;4;30.77;15.38;28.85;11.54;7.69;5.77
2019;May;2019-05-01;National;MARNE LA VALLEE;LYON PART DIEU;111;303;5;25;7;1;29.41;8.82;23.53;17.65;11.76;8.82
2019;May;2019-05-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;214;261;0;35;18;6;28.57;8.57;20.0;25.71;11.43;5.71
2019;May;2019-05-01;National;PARIS LYON;AIX EN PROVENCE TGV;183;403;0;30;16;7;38.71;16.13;19.35;22.58;3.23;0.0
2019;May;2019-05-01;National;PARIS LYON;ANNECY;225;146;0;15;9;2;20.0;26.67;33.33;20.0;0.0;0.0
2019;May;2019-05-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;187;132;3;14;7;4;40.0;20.0;13.33;20.0;6.67;0.0
2019;May;2019-05-01;National;PARIS LYON;DIJON VILLE;96;442;0;21;9;1;18.52;37.04;14.81;25.93;3.7;0.0
2019;May;2019-05-01;National;DIJON VILLE;PARIS LYON;98;446;0;23;8;2;5.88;32.35;32.35;11.76;8.82;8.82
2019;May;2019-05-01;National;PARIS LYON;NIMES;176;302;4;21;12;5;27.5;15.0;30.0;27.5;0.0;0.0
2019;May;2019-05-01;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168;119;6;11;7;6;58.33;8.33;8.33;16.67;8.33;0.0
2019;May;2019-05-01;National;PARIS LYON;VALENCE ALIXAN TGV;131;310;4;20;11;4;24.32;18.92;27.03;24.32;5.41;0.0
2019;May;2019-05-01;National;MONTPELLIER;LYON PART DIEU;112;225;30;21;13;8;41.67;16.67;12.5;29.17;0.0;0.0
2019;May;2019-05-01;International;PARIS LYON;GENEVE;170;203;0;22;9;1;44.0;32.0;8.0;8.0;8.0;0.0
2019;May;2019-05-01;International;PARIS LYON;LAUSANNE;203;144;0;20;6;0;23.81;28.57;33.33;4.76;9.52;0.0
2019;May;2019-05-01;International;ZURICH;PARIS LYON;214;146;0;6;1;0;0.0;37.5;25.0;25.0;12.5;0.0
2019;May;2019-05-01;International;MADRID;MARSEILLE ST CHARLES;191;31;0;3;2;0;33.33;66.67;0.0;0.0;0.0;0.0
2019;May;2019-05-01;International;BARCELONA;PARIS LYON;328;61;0;13;5;3;42.86;14.29;14.29;28.57;0.0;0.0
2019;May;2019-05-01;International;MARSEILLE ST CHARLES;MADRID;199;31;0;2;1;0;50.0;0.0;50.0;0.0;0.0;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;ANGOULEME;127;295;0;6;4;3;20.0;40.0;13.33;6.67;0.0;20.0
2019;May;2019-05-01;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;143;858;12;33;8;1;16.33;26.53;22.45;18.37;8.16;8.16
2019;May;2019-05-01;National;BREST;PARIS MONTPARNASSE;226;275;4;13;3;1;50.0;16.67;8.33;25.0;0.0;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;171;219;0;3;0;0;40.0;0.0;0.0;40.0;0.0;20.0
2019;May;2019-05-01;National;RENNES;PARIS MONTPARNASSE;99;619;17;19;5;2;24.56;28.07;17.54;15.79;3.51;10.53
2019;May;2019-05-01;National;TOURS;PARIS MONTPARNASSE;75;186;0;7;1;0;11.76;35.29;35.29;0.0;5.88;11.76
2019;May;2019-05-01;National;PARIS MONTPARNASSE;VANNES;152;236;0;20;11;3;26.92;30.77;11.54;19.23;0.0;11.54
2019;May;2019-05-01;National;PARIS EST;STRASBOURG;115;525;0;23;7;3;11.76;17.65;23.53;35.29;11.76;0.0
2019;May;2019-05-01;National;PARIS NORD;DUNKERQUE;118;251;0;18;8;1;20.83;16.67;12.5;20.83;25.0;4.17
2019;May;2019-05-01;National;DUNKERQUE;PARIS NORD;117;239;0;10;6;2;40.0;20.0;20.0;10.0;10.0;0.0
2019;May;2019-05-01;National;LILLE;LYON PART DIEU;191;256;5;22;6;1;29.17;8.33;25.0;16.67;12.5;8.33
2019;May;2019-05-01;National;MARSEILLE ST CHARLES;LILLE;283;230;22;48;21;7;37.5;16.67;25.0;14.58;2.08;4.17
2019;May;2019-05-01;National;TOURCOING;BORDEAUX ST JEAN;289;28;0;2;0;0;0.0;100.0;0.0;0.0;0.0;0.0
2019;May;2019-05-01;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;210;262;15;37;20;9;48.65;13.51;24.32;13.51;0.0;0.0
2019;May;2019-05-01;National;PARIS LYON;AVIGNON TGV;161;455;0;32;17;8;23.81;11.9;28.57;30.95;2.38;2.38
2019;May;2019-05-01;National;AVIGNON TGV;PARIS LYON;165;441;36;33;18;10;34.69;24.49;24.49;12.24;2.04;2.04
2019;May;2019-05-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;202;0;10;3;0;33.33;26.67;13.33;20.0;6.67;0.0
2019;May;2019-05-01;National;GRENOBLE;PARIS LYON;187;213;0;17;9;5;41.18;17.65;35.29;5.88;0.0;0.0
2019;May;2019-05-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;80;199;0;11;6;2;40.0;20.0;10.0;15.0;15.0;0.0
2019;May;2019-05-01;National;PARIS LYON;MARSEILLE ST CHARLES;196;537;0;36;17;7;23.53;29.41;14.71;32.35;0.0;0.0
2019;May;2019-05-01;National;TOULON;PARIS LYON;248;250;36;23;14;7;34.78;26.09;21.74;8.7;8.7;0.0
2019;May;2019-05-01;National;VALENCE ALIXAN TGV;PARIS LYON;133;320;4;40;16;9;40.0;20.0;22.0;16.0;0.0;2.0
2019;May;2019-05-01;National;MARSEILLE ST CHARLES;LYON PART DIEU;101;377;15;29;10;2;23.4;12.77;29.79;21.28;10.64;2.13
2019;May;2019-05-01;International;FRANCFORT;PARIS EST;214;180;4;17;9;1;11.76;23.53;23.53;23.53;17.65;0.0
2019;May;2019-05-01;International;STUTTGART;PARIS EST;183;146;0;13;5;1;0.0;12.5;50.0;18.75;12.5;6.25
2019;May;2019-05-01;International;GENEVE;PARIS LYON;170;225;0;26;15;4;41.67;16.67;29.17;8.33;0.0;4.17
2019;May;2019-05-01;International;PARIS LYON;ITALIE;425;62;0;3;0;0;33.33;33.33;0.0;33.33;0.0;0.0
2019;May;2019-05-01;International;ITALIE;PARIS LYON;452;61;0;7;3;1;14.29;28.57;28.57;14.29;14.29;0.0
2019;May;2019-05-01;National;PARIS MONTPARNASSE;BREST;221;273;0;16;8;2;56.25;18.75;6.25;12.5;0.0;6.25
2019;May;2019-05-01;National;LE MANS;PARIS MONTPARNASSE;57;450;4;20;9;4;11.32;39.62;24.53;11.32;7.55;5.66
2019;May;2019-05-01;National;QUIMPER;PARIS MONTPARNASSE;222;259;13;6;2;1;80.0;0.0;0.0;20.0;0.0;0.0
2019;May;2019-05-01;National;LYON PART DIEU;RENNES;233;100;10;23;14;8;34.78;34.78;13.04;17.39;0.0;0.0
2019;May;2019-05-01;National;METZ;PARIS EST;85;305;4;15;7;2;4.35;26.09;41.3;17.39;8.7;2.17
2019;May;2019-05-01;National;PARIS EST;REIMS;46;212;2;2;0;0;30.77;7.69;15.38;7.69;38.46;0.0
2019;May;2019-05-01;National;REIMS;PARIS EST;46;203;4;5;0;0;5.56;33.33;22.22;38.89;0.0;0.0
2019;May;2019-05-01;National;STRASBOURG;NANTES;294;56;0;3;3;1;0.0;33.33;33.33;33.33;0.0;0.0
2019;May;2019-05-01;National;NANTES;STRASBOURG;300;61;7;8;4;2;37.5;37.5;25.0;0.0;0.0;0.0
2019;May;2019-05-01;National;PARIS NORD;ARRAS;51;297;2;22;9;3;25.64;17.95;17.95;17.95;20.51;0.0
2019;May;2019-05-01;National;DOUAI;PARIS NORD;77;208;4;11;5;1;14.71;11.76;52.94;8.82;5.88;5.88
2019;May;2019-05-01;National;PARIS NORD;LILLE;64;598;6;39;16;7;23.6;17.98;24.72;16.85;12.36;4.49
2019;May;2019-05-01;National;LILLE;PARIS NORD;63;601;34;29;14;6;16.13;14.52;27.42;17.74;19.35;4.84
2019;May;2019-05-01;National;MARSEILLE ST CHARLES;TOURCOING;303;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2019;May;2019-05-01;National;PARIS LYON;BELLEGARDE (AIN);162;212;0;23;8;1;39.39;33.33;15.15;6.06;6.06;0.0
2019;May;2019-05-01;National;BELLEGARDE (AIN);PARIS LYON;162;226;0;25;12;4;40.0;16.0;28.0;12.0;0.0;4.0
2019;May;2019-05-01;National;PARIS LYON;GRENOBLE;186;223;0;23;10;5;30.43;21.74;13.04;26.09;8.7;0.0
2019;May;2019-05-01;National;PARIS LYON;LYON PART DIEU;119;581;0;50;24;10;41.27;26.98;7.94;20.63;3.17;0.0
2019;May;2019-05-01;National;PARIS LYON;MACON LOCHE;96;199;0;12;7;1;37.5;12.5;6.25;37.5;6.25;0.0
2019;May;2019-05-01;National;NICE VILLE;PARIS LYON;355;193;18;21;12;6;28.57;28.57;23.81;9.52;9.52;0.0
2019;May;2019-05-01;National;NIMES;PARIS LYON;176;341;4;39;16;7;33.96;22.64;24.53;15.09;1.89;1.89
2019;May;2019-05-01;National;LYON PART DIEU;MARSEILLE ST CHARLES;104;403;8;56;26;5;20.51;20.51;39.74;10.26;3.85;5.13
2019;May;2019-05-01;National;LYON PART DIEU;MONTPELLIER;114;228;12;34;15;8;32.61;13.04;26.09;17.39;6.52;4.35
2019;May;2019-05-01;International;LAUSANNE;PARIS LYON;206;145;0;14;6;3;14.29;21.43;42.86;14.29;0.0;7.14
2019;Jun;2019-06-01;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;148;960;127;144;80;37;25.79;37.74;18.24;11.32;3.14;3.77
2019;Jun;2019-06-01;National;PARIS MONTPARNASSE;LAVAL;86;240;5;17;8;5;11.76;17.65;29.41;26.47;8.82;5.88
2019;Jun;2019-06-01;National;QUIMPER;PARIS MONTPARNASSE;227;255;11;15;8;4;42.86;42.86;0.0;14.29;0.0;0.0
2019;Jun;2019-06-01;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;265;153;2;26;18;7;53.85;30.77;3.85;11.54;0.0;0.0
2019;Jun;2019-06-01;National;PARIS MONTPARNASSE;VANNES;156;239;5;37;20;6;21.57;13.73;13.73;31.37;5.88;13.73
2019;Jun;2019-06-01;National;RENNES;LYON PART DIEU;257;102;0;16;10;3;37.5;25.0;25.0;6.25;0.0;6.25
2019;Jun;2019-06-01;National;LYON PART DIEU;RENNES;235;88;0;25;15;8;16.0;32.0;12.0;20.0;4.0;16.0
2019;Jun;2019-06-01;National;PARIS EST;METZ;85;317;0;9;6;3;17.24;24.14;24.14;17.24;13.79;3.45
2019;Jun;2019-06-01;National;REIMS;PARIS EST;46;203;0;10;3;1;24.0;20.0;32.0;12.0;12.0;0.0
2019;Jun;2019-06-01;National;STRASBOURG;PARIS EST;116;484;4;55;19;5;17.44;20.93;32.56;12.79;9.3;6.98
2019;Jun;2019-06-01;National;NANTES;STRASBOURG;302;58;0;12;6;1;41.67;16.67;16.67;16.67;0.0;8.33
2019;Jun;2019-06-01;National;ARRAS;PARIS NORD;50;326;21;19;8;1;3.77;22.64;39.62;7.55;20.75;5.66
2019;Jun;2019-06-01;National;PARIS LYON;AIX EN PROVENCE TGV;184;399;0;41;20;7;26.83;36.59;14.63;14.63;7.32;0.0
2019;Jun;2019-06-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;186;0;18;9;3;16.13;12.9;38.71;22.58;9.68;0.0
2019;Jun;2019-06-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;187;130;0;23;11;3;20.69;27.59;31.03;13.79;6.9;0.0
2019;Jun;2019-06-01;National;DIJON VILLE;PARIS LYON;98;434;3;36;21;12;32.56;25.58;30.23;6.98;4.65;0.0
2019;Jun;2019-06-01;National;LYON PART DIEU;PARIS LYON;120;625;25;69;30;13;19.61;27.45;18.63;10.78;9.8;13.73
2019;Jun;2019-06-01;National;MACON LOCHE;PARIS LYON;100;191;4;24;10;4;16.67;25.0;16.67;12.5;20.83;8.33
2019;Jun;2019-06-01;National;MONTPELLIER;PARIS LYON;207;336;0;53;28;14;32.08;26.42;15.09;15.09;9.43;1.89
2019;Jun;2019-06-01;National;MULHOUSE VILLE;PARIS LYON;169;301;0;29;21;11;27.27;24.24;27.27;12.12;6.06;3.03
2019;Jun;2019-06-01;National;PARIS LYON;NICE VILLE;352;169;0;23;13;5;17.39;21.74;21.74;21.74;17.39;0.0
2019;Jun;2019-06-01;National;NICE VILLE;PARIS LYON;356;192;22;29;15;5;21.43;32.14;17.86;17.86;7.14;3.57
2019;Jun;2019-06-01;National;PARIS LYON;TOULON;244;222;0;34;14;5;17.65;23.53;17.65;29.41;11.76;0.0
2019;Jun;2019-06-01;National;TOULON;PARIS LYON;248;240;22;35;20;7;20.59;32.35;20.59;17.65;5.88;2.94
2019;Jun;2019-06-01;National;MONTPELLIER;LYON PART DIEU;112;238;37;23;11;5;15.38;23.08;17.95;23.08;15.38;5.13
