Date;Gare de départ;Gare d'arrivée;Durée moyenne du trajet;Nombre de circulations prévues;Nombre de trains annulés;Nombre trains en retard > 15min;Nombre trains en retard > 30min;Nombre trains en retard > 60min;Prct retard pour cause infrastructure;Prct retard pour cause matériel roulant
2023-11;PARIS MONTPARNASSE;ST MALO;154;94;4;6;3;0;25.0;25.0
2023-11;PARIS MONTPARNASSE;TOURS;75;187;4;13;5;1;9.09;40.91
2023-11;PARIS NORD;DUNKERQUE;130;187;23;24;8;1;34.62;3.85
2023-11;TOULON;PARIS LYON;239;272;0;33;12;4;27.27;12.12
2023-11;TOURS;PARIS MONTPARNASSE;75;191;1;5;0;0;16.67;13.33
2023-11;VALENCE ALIXAN TGV;PARIS LYON;133;407;1;49;21;3;12.0;9.33
2023-11;AIX EN PROVENCE TGV;PARIS LYON;184;458;0;39;20;6;20.0;25.0
2023-11;AVIGNON TGV;PARIS LYON;161;455;0;34;18;6;11.11;20.37
2023-11;GRENOBLE;PARIS LYON;183;194;2;30;8;2;35.14;18.92
2023-11;LILLE;LYON PART DIEU;182;380;1;42;22;9;1.72;31.03
2023-11;LYON PART DIEU;MONTPELLIER;113;248;0;29;9;2;22.5;15.0
2023-11;MARSEILLE ST CHARLES;LYON PART DIEU;104;384;1;44;22;11;32.26;12.9
2023-11;MARSEILLE ST CHARLES;PARIS LYON;195;488;0;40;16;4;17.5;22.5
2023-11;MARSEILLE ST CHARLES;TOURCOING;285;30;2;4;1;1;0.0;0.0
2023-11;METZ;PARIS EST;91;268;3;44;22;6;11.27;14.08
2023-11;NANTES;STRASBOURG;312;59;3;7;6;3;28.57;14.29
2023-11;NICE VILLE;PARIS LYON;347;213;0;29;10;4;31.03;10.34
2023-11;PARIS EST;REIMS;46;209;1;17;11;6;14.71;23.53
2023-11;PARIS EST;STRASBOURG;114;577;13;83;44;10;8.79;36.26
2023-11;PARIS LYON;ANNECY;224;144;0;30;11;3;30.0;16.67
2023-11;PARIS LYON;DIJON VILLE;96;424;8;30;24;16;7.69;28.21
2023-11;PARIS LYON;NICE VILLE;347;193;0;28;16;5;18.52;37.04
2023-11;PARIS LYON;VALENCE ALIXAN TGV;130;386;0;29;11;3;7.32;60.98
2023-11;PARIS MONTPARNASSE;BORDEAUX ST JEAN;141;1024;3;122;55;15;13.19;22.92
2023-11;PARIS MONTPARNASSE;NANTES;129;616;23;73;43;20;16.67;23.81
2023-11;PARIS MONTPARNASSE;POITIERS;95;583;5;43;11;4;25.76;27.27
2023-11;PARIS MONTPARNASSE;ST PIERRE DES CORPS;63;505;7;32;14;2;22.22;26.98
2023-11;PARIS MONTPARNASSE;VANNES;157;256;18;44;23;6;18.52;33.33
2023-11;PARIS NORD;LILLE;68;659;32;44;21;3;26.31;20.75
2023-11;ST PIERRE DES CORPS;PARIS MONTPARNASSE;63;524;3;28;4;2;20.22;14.61
2023-11;STRASBOURG;PARIS EST;120;558;11;152;53;13;3.94;8.37
2023-11;ANGERS SAINT LAUD;PARIS MONTPARNASSE;93;550;19;72;37;21;16.49;11.34
2023-11;BELLEGARDE (AIN);PARIS LYON;160;240;0;19;10;3;21.43;17.86
2023-11;LAVAL;PARIS MONTPARNASSE;79;290;11;33;20;10;11.94;22.39
2023-11;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;79;227;0;7;3;0;8.7;8.7
2023-11;LYON PART DIEU;MARNE LA VALLEE;107;339;4;41;11;3;6.25;23.44
2023-11;LYON PART DIEU;MARSEILLE ST CHARLES;104;428;2;88;38;13;6.19;17.7
2023-11;LYON PART DIEU;RENNES;237;90;0;3;2;1;0.0;33.33
2023-11;MONTPELLIER;PARIS LYON;208;239;1;29;13;1;3.45;24.14
2023-11;MULHOUSE VILLE;PARIS LYON;171;322;2;29;20;14;11.11;16.67
2023-11;PARIS LYON;BELLEGARDE (AIN);162;240;1;35;16;5;11.11;8.89
2023-11;PARIS LYON;PERPIGNAN;305;202;1;44;20;9;20.45;13.64
2023-11;PARIS MONTPARNASSE;RENNES;98;761;19;57;31;8;11.43;34.29
2023-11;PARIS MONTPARNASSE;TOULOUSE MATABIAU;268;181;0;40;22;6;17.5;7.5
2023-11;PARIS NORD;DOUAI;73;134;13;10;5;1;25.0;5.0
2023-11;QUIMPER;PARIS MONTPARNASSE;231;265;8;48;31;17;27.08;20.83
2023-11;ST MALO;PARIS MONTPARNASSE;150;93;0;11;6;1;15.0;25.0
2023-11;STRASBOURG;NANTES;331;58;1;8;6;1;25.0;0.0
2023-11;TOULOUSE MATABIAU;PARIS MONTPARNASSE;270;175;0;41;25;5;19.51;4.88
2023-11;TOURCOING;BORDEAUX ST JEAN;300;30;0;5;4;0;0.0;20.0
2023-11;ANNECY;PARIS LYON;226;138;0;31;4;0;29.03;3.23
2023-11;ARRAS;PARIS NORD;52;481;41;45;16;8;33.62;9.48
2023-11;BORDEAUX ST JEAN;PARIS MONTPARNASSE;142;1042;1;155;80;24;23.04;10.29
2023-11;BREST;PARIS MONTPARNASSE;227;275;3;41;26;13;19.51;14.63
2023-11;CHAMBERY CHALLES LES EAUX;PARIS LYON;173;167;0;33;5;0;31.71;2.44
2023-11;DIJON VILLE;PARIS LYON;98;406;4;39;24;18;16.07;12.5
2023-11;LILLE;MARSEILLE ST CHARLES;293;226;1;47;19;8;6.38;23.4
2023-11;LILLE;PARIS NORD;69;676;25;53;26;8;26.15;9.94
2023-11;LYON PART DIEU;LILLE;188;317;0;50;19;5;5.48;23.29
2023-11;MARNE LA VALLEE;MARSEILLE ST CHARLES;210;248;1;51;23;9;7.84;23.53
2023-11;MONTPELLIER;LYON PART DIEU;113;203;0;22;4;0;6.45;9.68
2023-11;NANTES;PARIS MONTPARNASSE;131;638;22;86;45;21;15.84;10.89
2023-11;PARIS EST;METZ;85;238;3;30;15;5;19.57;21.74
2023-11;PARIS LYON;GRENOBLE;181;215;5;31;13;3;38.78;22.45
2023-11;PARIS LYON;LYON PART DIEU;119;746;1;28;11;1;0.0;34.29
2023-11;PARIS LYON;MULHOUSE VILLE;170;329;4;34;21;15;10.0;30.0
2023-11;PARIS LYON;TOULON;237;271;0;30;17;6;6.67;50.0
2023-11;PARIS NORD;ARRAS;50;491;46;23;9;0;32.81;10.94
2023-11;PERPIGNAN;PARIS LYON;309;200;0;31;12;3;3.23;12.9
2023-11;POITIERS;PARIS MONTPARNASSE;97;482;3;53;17;4;26.26;20.2
2023-11;REIMS;PARIS EST;51;210;0;13;6;4;40.62;6.25
2023-11;RENNES;LYON PART DIEU;239;89;0;3;1;1;0.0;0.0
2023-12;BORDEAUX ST JEAN;PARIS MONTPARNASSE;138;1084;19;172;82;36;29.07;8.37
2023-12;DIJON VILLE;PARIS LYON;98;420;0;17;6;1;10.71;39.29
2023-12;DOUAI;PARIS NORD;75;171;3;14;9;4;13.33;15.56
2023-12;LA ROCHELLE VILLE;PARIS MONTPARNASSE;169;226;4;25;10;4;21.21;9.09
2023-12;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;80;256;1;9;4;2;0.0;34.78
2023-12;LE MANS;PARIS MONTPARNASSE;56;480;5;37;14;8;18.82;16.47
2023-12;LILLE;LYON PART DIEU;182;381;3;58;25;8;17.65;30.88
2023-12;LILLE;PARIS NORD;69;665;2;48;26;9;15.59;11.3
2023-12;LYON PART DIEU;MONTPELLIER;112;256;1;30;9;3;20.0;20.0
2023-12;LYON PART DIEU;RENNES;236;93;1;4;1;0;25.0;0.0
2023-12;MARSEILLE ST CHARLES;TOURCOING;281;31;0;11;4;2;0.0;9.09
2023-12;NANTES;STRASBOURG;313;61;1;5;3;1;20.0;20.0
2023-12;NIMES;PARIS LYON;178;205;0;21;10;8;20.0;12.0
2023-12;PARIS EST;METZ;85;284;2;18;6;2;7.89;26.32
2023-12;PARIS LYON;AIX EN PROVENCE TGV;182;493;1;36;18;4;5.26;18.42
2023-12;PARIS LYON;MONTPELLIER;210;223;0;30;12;3;30.0;20.0
2023-12;PARIS LYON;MULHOUSE VILLE;169;344;0;30;18;2;23.68;28.95
2023-12;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;171;118;1;7;3;1;8.33;16.67
2023-12;PARIS MONTPARNASSE;BORDEAUX ST JEAN;139;1051;16;118;61;20;13.12;12.5
2023-12;PERPIGNAN;PARIS LYON;313;206;0;22;13;7;27.27;9.09
2023-12;RENNES;PARIS MONTPARNASSE;97;809;5;66;26;7;25.53;10.64
2023-12;STRASBOURG;PARIS EST;114;676;6;89;28;6;0.75;19.55
2023-12;TOULOUSE MATABIAU;PARIS MONTPARNASSE;271;219;1;53;29;17;28.3;5.66
2023-12;VANNES;PARIS MONTPARNASSE;164;289;2;30;17;6;21.28;10.64
2023-12;AVIGNON TGV;PARIS LYON;161;464;0;33;20;7;6.0;12.0
2023-12;GRENOBLE;PARIS LYON;180;213;0;23;10;2;17.24;27.59
2023-12;LAVAL;PARIS MONTPARNASSE;78;297;3;22;8;3;23.08;3.08
2023-12;LILLE;MARSEILLE ST CHARLES;292;259;0;50;26;10;10.0;24.0
2023-12;LYON PART DIEU;LILLE;187;339;5;58;24;7;6.94;23.61
2023-12;MARSEILLE ST CHARLES;LYON PART DIEU;104;470;3;36;15;4;16.33;10.2
2023-12;PARIS EST;REIMS;46;230;0;22;10;6;2.86;31.43
2023-12;PARIS LYON;AVIGNON TGV;159;440;1;32;13;4;12.82;10.26
2023-12;PARIS LYON;BESANCON FRANCHE COMTE TGV;128;184;1;8;4;0;33.33;41.67
2023-12;PARIS LYON;DIJON VILLE;96;437;1;20;8;3;21.43;46.43
2023-12;PARIS LYON;MACON LOCHE;95;221;0;10;5;0;41.67;12.5
2023-12;PARIS LYON;TOULON;237;269;0;20;4;1;15.0;25.0
2023-12;PARIS MONTPARNASSE;LA ROCHELLE VILLE;175;231;5;22;10;2;3.85;19.23
2023-12;PARIS MONTPARNASSE;LE MANS;55;450;8;21;9;4;8.51;31.91
2023-12;PARIS MONTPARNASSE;NANTES;128;626;4;41;15;5;23.64;27.27
2023-12;PARIS MONTPARNASSE;POITIERS;92;589;23;48;22;4;6.06;22.73
2023-12;PARIS MONTPARNASSE;ST PIERRE DES CORPS;62;523;14;46;12;3;6.78;25.42
2023-12;PARIS MONTPARNASSE;VANNES;156;280;3;39;19;8;18.75;27.08
2023-12;PARIS NORD;DUNKERQUE;129;175;1;14;7;3;0.0;46.67
2023-12;PARIS NORD;LILLE;68;651;5;47;24;10;3.4;32.96
2023-12;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168;118;2;6;0;0;7.14;14.29
2023-12;TOULON;PARIS LYON;239;269;0;25;15;4;24.0;12.0
2023-12;ANGERS SAINT LAUD;PARIS MONTPARNASSE;91;567;5;36;8;5;25.0;15.62
2023-12;ANNECY;PARIS LYON;226;159;0;29;6;3;13.79;3.45
2023-12;ARRAS;PARIS NORD;50;480;5;41;26;11;16.52;11.3
2023-12;BELLEGARDE (AIN);PARIS LYON;163;276;2;26;15;9;17.14;22.86
2023-12;BORDEAUX ST JEAN;TOURCOING;322;31;3;12;7;4;41.67;0.0
2023-12;BREST;PARIS MONTPARNASSE;228;275;0;22;7;1;18.18;13.64
2023-12;LYON PART DIEU;MARNE LA VALLEE;107;356;4;37;16;3;9.86;25.35
2023-12;MACON LOCHE;PARIS LYON;96;220;1;41;12;5;7.02;7.02
2023-12;MARSEILLE ST CHARLES;PARIS LYON;195;522;0;36;20;8;16.67;16.67
2023-12;NANCY;PARIS EST;95;304;0;16;3;1;17.65;23.53
2023-12;PARIS LYON;CHAMBERY CHALLES LES EAUX;174;255;2;30;11;6;27.27;3.64
2023-12;PARIS LYON;GRENOBLE;179;247;0;21;11;3;20.69;31.03
2023-12;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;79;221;1;7;3;1;34.78;21.74
2023-12;PARIS LYON;LYON PART DIEU;119;730;5;29;13;5;16.67;28.57
2023-12;PARIS MONTPARNASSE;ANGERS SAINT LAUD;89;547;3;34;12;5;18.18;18.18
2023-12;PARIS MONTPARNASSE;ANGOULEME;123;309;10;33;16;6;11.11;13.33
2023-12;PARIS MONTPARNASSE;QUIMPER;226;270;3;39;21;7;15.38;23.08
2023-12;PARIS MONTPARNASSE;TOURS;74;189;5;19;4;0;3.85;26.92
2023-12;PARIS NORD;ARRAS;49;494;3;39;15;8;7.35;39.71
2023-12;QUIMPER;PARIS MONTPARNASSE;231;269;2;26;15;5;19.23;11.54
2023-12;AIX EN PROVENCE TGV;PARIS LYON;184;460;0;31;18;6;6.06;18.18
2023-12;CHAMBERY CHALLES LES EAUX;PARIS LYON;174;253;4;53;20;10;18.57;2.86
2023-12;LYON PART DIEU;PARIS LYON;119;767;8;42;20;10;4.76;23.81
2023-12;MARNE LA VALLEE;LYON PART DIEU;106;415;3;62;26;8;17.33;28.0
2023-12;MONTPELLIER;PARIS LYON;207;205;0;21;10;8;23.81;14.29
2023-12;MULHOUSE VILLE;PARIS LYON;170;340;0;20;9;3;20.0;26.67
2023-12;NANTES;PARIS MONTPARNASSE;129;659;5;47;12;5;17.39;14.49
2023-12;NICE VILLE;PARIS LYON;344;216;0;22;14;4;27.27;9.09
2023-12;PARIS EST;NANCY;97;302;0;16;6;3;5.56;44.44
2023-12;PARIS EST;STRASBOURG;113;659;6;61;30;9;5.32;37.23
2023-12;PARIS LYON;BELLEGARDE (AIN);163;280;5;37;15;7;24.56;22.81
2023-12;PARIS LYON;NIMES;180;219;0;24;9;2;21.43;25.0
2023-12;PARIS LYON;PERPIGNAN;311;207;1;28;12;1;25.0;10.71
2023-12;PARIS MONTPARNASSE;LAVAL;77;319;2;27;9;2;17.39;32.61
2023-12;PARIS MONTPARNASSE;RENNES;97;780;3;51;15;3;26.21;30.1
2023-12;PARIS MONTPARNASSE;ST MALO;152;98;0;10;4;1;41.67;16.67
2023-12;POITIERS;PARIS MONTPARNASSE;95;485;18;66;25;7;25.2;9.76
2023-12;REIMS;PARIS EST;46;236;0;14;10;5;13.79;27.59
2023-12;RENNES;LYON PART DIEU;237;93;1;7;1;0;14.29;14.29
2023-12;ST MALO;PARIS MONTPARNASSE;149;98;0;8;1;0;20.0;20.0
2023-12;ST PIERRE DES CORPS;PARIS MONTPARNASSE;62;523;17;38;12;3;30.0;12.5
2023-12;TOURCOING;BORDEAUX ST JEAN;299;31;2;5;2;1;20.0;20.0
2023-12;VALENCE ALIXAN TGV;PARIS LYON;133;396;0;39;19;8;19.61;9.8
2023-12;ANGOULEME;PARIS MONTPARNASSE;124;334;14;76;29;10;32.41;6.48
2023-12;BESANCON FRANCHE COMTE TGV;PARIS LYON;132;185;0;8;3;0;26.67;40.0
2023-12;DUNKERQUE;PARIS NORD;131;155;0;16;9;4;16.67;12.5
2023-12;LYON PART DIEU;MARSEILLE ST CHARLES;104;498;1;78;35;16;11.76;29.41
2023-12;MARNE LA VALLEE;MARSEILLE ST CHARLES;210;293;0;54;28;11;9.26;24.07
2023-12;MARSEILLE ST CHARLES;LILLE;283;215;2;29;12;2;3.45;17.24
2023-12;MARSEILLE ST CHARLES;MARNE LA VALLEE;208;292;4;30;12;2;6.67;13.33
2023-12;METZ;PARIS EST;87;306;2;33;18;3;8.45;14.08
2023-12;MONTPELLIER;LYON PART DIEU;113;207;2;13;6;3;16.67;16.67
2023-12;PARIS LYON;ANNECY;225;156;0;16;5;1;18.75;6.25
2023-12;PARIS LYON;MARSEILLE ST CHARLES;194;589;1;42;15;6;4.76;23.81
2023-12;PARIS LYON;NICE VILLE;342;212;0;27;11;5;22.22;7.41
2023-12;PARIS LYON;VALENCE ALIXAN TGV;130;425;0;29;13;2;21.28;19.15
2023-12;PARIS MONTPARNASSE;BREST;230;276;2;29;9;3;3.45;20.69
2023-12;PARIS MONTPARNASSE;TOULOUSE MATABIAU;264;219;4;43;28;10;9.3;11.63
2023-12;PARIS NORD;DOUAI;71;136;0;11;2;1;5.26;47.37
2023-12;STRASBOURG;NANTES;337;61;0;9;6;1;12.5;37.5
2023-12;TOURS;PARIS MONTPARNASSE;74;188;3;4;2;1;26.67;13.33
